벤처확인 유형,엔젤투자자 혹은 액셀러레이터 투자 경험여부,창업 당시 창업자 최종학력,창업 직전 근무지,부서별_인력구성(생산),부서별_인력구성(RnD),총자산회전율,순이익률,ROE,주력제품 국내 시장점유율(퍼센트),학력별 인력구성비(대졸),창업 당시 목표시장,해외수출 및 진출과정 애로사항,벤처캐피털(투자조합포함) 투자 경험여부,연구개발관련전담부서보유여부
3,0,3,5,58.73,1.984,89.341,-11.773,-104.418,0.01,23.0,3.0,1.0,0,1.0
2,0,3,6,52.381,7.619,134.188,9.955,23.001,25.0,28.0,3.0,1.0,0,1.0
2,0,3,6,64.286,7.143,55.176,-8.475,-120.737,0.04,20.0,3.0,2.0,0,1.0
2,0,3,6,61.111,16.667,158.368,3.04,23.179,1.0,20.0,1.0,5.0,0,1.0
2,0,5,6,48.148,9.259,80.111,-26.608,-42.913,0.01,16.0,3.0,3.0,0,1.0
2,0,3,6,62.338,4.545,120.428,6.14,20.982,2.0,45.0,3.0,5.0,0,2.0
2,0,3,6,67.188,4.688,111.597,2.037,9.083,1.0,30.0,3.0,2.0,0,3.0
2,0,5,6,48.402,2.74,161.573,1.566,10.926,0.01,17.0,3.0,3.0,0,1.0
2,0,3,6,46.465,5.051,121.196,-5.409,-35.436,0.01,37.4,3.0,1.0,0,4.0
4,0,3,6,22.222,55.556,155.662,5.533,-128.571,1.0,40.0,1.0,3.0,0,4.0
2,0,3,6,54.872,3.59,122.707,3.221,11.348,2.0,45.0,3.0,5.0,0,3.0
2,0,5,6,41.25,3.75,172.904,1.364,9.229,0.01,40.0,3.0,3.0,0,2.0
2,0,3,5,83.582,0.0,99.929,1.508,7.041,0.1,17.0,1.0,2.0,0,4.0
2,0,3,6,78.873,12.676,262.155,0.99,14.177,10.0,11.0,1.0,1.0,0,1.0
2,0,5,5,82.353,1.961,204.43,-1.268,-10.7,10.0,10.0,1.0,4.0,0,1.0
2,0,3,6,65.0,5.0,164.275,9.091,31.069,7.0,91.667,3.0,5.0,0,2.0
2,0,3,5,65.789,0.0,72.543,3.385,8.662,5.0,36.842,3.0,2.0,0,2.0
2,0,3,6,33.333,21.667,66.427,2.074,4.628,0.01,56.667,3.0,4.0,0,1.0
2,0,3,6,73.77,3.279,147.517,6.202,32.106,0.0,8.0,1.0,7.0,0,1.0
2,0,2,6,60.0,0.0,80.41,4.533,11.94,0.01,20.0,1.0,4.0,0,3.0
2,0,3,5,64.706,0.0,58.419,-1.752,-12.855,0.01,29.412,1.0,4.0,0,1.0
2,0,5,7,55.738,7.377,129.765,1.024,5.609,15.0,38.525,1.0,1.0,0,1.0
2,0,3,6,82.979,6.383,113.329,19.556,41.476,10.0,46.809,3.0,5.0,0,1.0
2,0,3,6,72.973,18.919,95.911,-7.509,-96.288,0.0,11.0,3.0,4.0,0,1.0
2,0,3,6,0.0,24.0,66.427,2.074,4.628,30.0,90.0,3.0,3.0,0,1.0
2,0,4,5,62.5,22.5,117.124,0.287,1.55,0.01,35.0,1.0,1.0,0,2.0
2,0,3,5,75.0,2.273,115.765,5.576,31.308,10.0,45.455,3.0,5.0,0,1.0
2,0,5,10,84.615,0.0,72.782,5.336,5.804,10.0,3.846,2.0,5.0,0,1.0
2,0,5,6,52.0,8.0,53.444,4.168,19.534,1.0,48.0,1.0,4.0,0,1.0
2,0,5,6,31.25,50.0,110.5,2.241,6.066,0.01,62.5,1.0,2.0,0,1.0
2,0,3,4,28.571,28.571,37.09,0.385,0.356,0.0,29.0,3.0,2.0,0,1.0
4,0,1,5,49.0,22.5,62.303,11.956,11.4,8.0,90.0,3.0,5.0,0,1.0
2,0,2,5,50.0,25.0,43.777,10.339,7.951,0.01,25.0,3.0,7.0,0,4.0
4,0,5,6,76.923,9.402,100.199,7.65,14.032,20.0,22.0,3.0,5.0,0,3.0
2,0,5,6,7.778,3.333,110.5,2.241,6.066,15.0,64.444,1.0,5.0,0,4.0
2,0,3,5,77.273,6.818,70.037,1.714,3.892,3.0,10.0,1.0,3.0,0,1.0
2,0,3,6,83.673,10.204,190.352,0.988,5.209,4.0,59.0,1.0,2.0,0,1.0
2,0,4,6,72.727,13.636,55.147,3.333,10.145,3.0,39.0,3.0,3.0,0,1.0
1,0,3,6,71.875,15.625,78.196,-10.69,-48.169,0.01,64.0,3.0,3.0,0,1.0
2,0,2,5,64.286,35.714,429.713,2.209,39.486,2.0,0.0,3.0,2.0,0,1.0
3,0,3,5,11.111,33.333,278.134,0.26,2.412,10.0,64.0,3.0,4.0,1,1.0
2,0,5,6,65.625,0.0,135.614,3.301,18.896,20.0,0.0,1.0,4.0,0,1.0
3,0,1,5,0.0,33.333,2.236,-1739.26,-69.119,0.5,44.444,3.0,7.0,0,2.0
1,0,5,6,51.25,7.5,152.654,0.26,4.575,0.01,43.75,1.0,4.0,0,1.0
2,0,1,4,51.192,18.76,97.857,10.5,21.009,50.0,14.0,3.0,7.0,0,2.0
3,0,3,6,61.538,10.256,203.498,2.817,7.745,5.0,76.923,3.0,1.0,0,1.0
2,0,4,6,61.702,4.559,107.89,11.558,21.713,0.01,21.581,3.0,3.0,0,1.0
3,0,3,10,82.422,1.172,33.377,-16.803,-27.321,60.0,25.0,1.0,4.0,1,2.0
2,0,3,6,70.588,2.941,79.032,1.321,6.408,0.1,65.0,3.0,2.0,0,1.0
2,0,3,7,79.545,6.818,167.007,5.237,22.114,0.01,36.364,1.0,5.0,0,3.0
2,0,5,7,33.333,16.667,39.891,-12.978,-6.762,23.92,50.0,3.0,1.0,0,1.0
2,0,3,7,64.615,4.615,140.381,-8.759,-97.218,0.01,38.462,1.0,4.0,0,2.0
1,0,5,6,27.778,16.667,26.836,-25.544,-69.902,0.1,55.556,1.0,3.0,0,1.0
2,0,3,7,78.571,4.286,182.988,1.107,7.16,0.1,14.286,1.0,2.0,0,1.0
2,0,3,6,25.0,50.0,47.681,9.36,19.74,5.0,50.0,1.0,5.0,0,1.0
2,0,2,4,21.739,60.87,76.802,3.347,6.289,10.0,0.0,3.0,3.0,0,1.0
1,0,2,5,67.742,16.129,77.724,2.15,7.971,32.0,32.0,3.0,2.0,0,1.0
2,0,2,6,77.778,0.0,85.102,8.972,93.182,10.0,11.0,1.0,3.0,0,1.0
2,0,4,6,73.913,8.696,81.958,4.792,16.667,3.0,40.0,3.0,3.0,0,1.0
2,0,3,6,55.102,10.204,95.147,4.659,15.752,4.0,50.0,1.0,1.0,0,1.0
2,0,3,6,50.0,10.0,239.595,2.502,23.668,1.0,40.0,1.0,3.0,0,4.0
3,0,3,5,88.889,11.111,450.758,-6.435,-95.289,10.0,25.0,3.0,4.0,1,1.0
2,0,3,6,8.571,24.286,75.114,-38.636,-63.49,1.0,71.429,3.0,2.0,0,1.0
2,0,3,6,16.842,21.053,131.114,2.323,10.569,0.01,52.632,3.0,5.0,0,1.0
1,0,3,6,53.086,7.407,96.656,9.051,21.189,25.0,44.444,3.0,1.0,0,1.0
2,0,3,6,41.837,20.408,136.172,3.866,20.488,10.0,32.0,3.0,2.0,0,1.0
1,0,3,6,59.155,8.451,75.864,0.374,1.094,1.0,30.0,3.0,2.0,0,1.0
2,0,2,5,70.588,11.765,6.259,-136.275,-37.669,5.0,24.0,3.0,3.0,0,1.0
2,0,3,6,28.571,28.571,135.416,5.147,21.292,10.0,100.0,1.0,3.0,0,1.0
4,0,3,7,48.315,20.225,110.191,4.408,10.775,20.0,65.169,3.0,5.0,0,1.0
1,0,4,6,65.0,20.0,113.803,3.76,11.632,0.01,20.0,1.0,4.0,0,1.0
3,0,2,5,68.75,12.5,12.764,1.035,0.433,5.0,20.0,3.0,2.0,0,1.0
4,0,1,4,52.632,21.053,91.787,3.618,8.921,20.0,34.0,3.0,3.0,1,1.0
4,0,1,4,52.727,21.818,91.301,3.936,9.875,25.0,40.0,3.0,2.0,1,1.0
2,0,3,6,31.25,20.833,127.67,2.905,17.459,10.0,40.0,3.0,2.0,0,1.0
4,0,2,6,15.556,4.444,63.601,14.052,9.273,30.0,60.0,3.0,8.0,1,1.0
2,0,3,6,50.515,15.464,121.622,2.149,15.451,10.0,42.0,3.0,6.0,0,1.0
2,0,3,6,56.886,5.988,54.176,37.725,24.037,0.01,37.725,3.0,4.0,0,1.0
2,0,3,6,53.846,15.385,42.991,0.576,0.549,10.0,28.0,3.0,4.0,0,1.0
2,0,3,6,65.957,4.255,91.127,-16.791,-88.308,30.0,42.0,1.0,1.0,0,1.0
2,0,5,5,65.517,3.448,62.414,2.872,4.727,30.0,24.0,3.0,2.0,0,1.0
2,0,4,6,64.0,12.0,41.118,0.366,0.337,10.0,30.0,3.0,5.0,0,1.0
2,0,4,7,62.5,12.5,173.463,-4.198,-900.0,5.0,31.25,1.0,3.0,0,2.0
2,0,4,6,44.0,28.0,42.603,0.22,0.215,0.7,30.0,3.0,4.0,0,2.0
2,0,3,6,37.5,25.0,89.071,6.291,14.02,0.01,12.5,1.0,3.0,0,1.0
2,0,3,6,50.0,20.0,103.454,56.2,72.483,5.0,40.0,1.0,1.0,0,1.0
1,0,4,6,58.824,23.529,107.087,3.431,9.545,0.01,15.0,1.0,2.0,0,1.0
1,0,4,6,57.895,21.053,125.432,2.003,6.794,0.01,15.0,1.0,3.0,0,1.0
2,0,1,10,39.086,25.381,123.387,2.703,6.558,30.0,30.964,3.0,3.0,0,2.0
2,0,3,4,44.444,33.333,139.287,9.982,22.625,0.01,50.0,3.0,1.0,0,1.0
2,0,4,6,56.944,16.667,95.829,0.744,1.686,1.0,30.0,3.0,5.0,0,1.0
2,0,2,6,42.308,19.231,126.77,2.409,8.08,20.0,68.0,1.0,4.0,0,1.0
4,0,3,5,53.846,28.205,96.833,3.895,11.248,3.0,44.0,3.0,1.0,0,1.0
2,0,2,6,44.872,39.744,134.308,9.283,15.948,10.0,35.0,3.0,4.0,0,3.0
2,0,3,6,62.5,12.5,93.09,7.741,27.239,10.0,49.0,1.0,4.0,0,1.0
2,0,3,5,32.653,40.816,88.753,5.525,585.366,1.0,50.0,3.0,6.0,0,2.0
4,0,5,6,54.839,16.129,73.915,9.487,10.969,15.0,26.0,1.0,7.0,0,1.0
2,0,2,5,77.778,0.0,205.634,6.95,22.66,10.0,25.0,3.0,1.0,0,1.0
2,0,2,7,27.66,42.553,189.231,3.25,23.155,10.0,56.0,1.0,3.0,0,1.0
2,0,3,6,56.716,6.468,119.65,1.657,6.705,10.0,40.0,3.0,1.0,0,1.0
2,0,3,6,74.074,11.111,42.53,1.895,1.292,0.1,22.0,1.0,2.0,0,4.0
3,0,3,5,47.059,11.765,219.3,6.699,34.423,15.0,38.0,3.0,3.0,0,1.0
2,0,3,5,53.846,8.654,182.873,1.929,8.352,25.0,35.0,1.0,1.0,0,3.0
2,0,3,6,48.0,17.333,97.179,5.496,13.423,0.1,46.0,3.0,4.0,0,1.0
2,0,3,5,11.111,44.444,134.105,12.594,34.717,10.0,20.0,3.0,8.0,0,1.0
2,0,3,6,44.444,13.889,103.589,5.919,9.346,0.5,80.0,3.0,3.0,0,1.0
2,0,5,6,55.396,2.878,433.146,4.245,57.181,5.0,35.0,1.0,2.0,0,1.0
2,0,3,6,75.51,0.0,149.214,5.924,22.845,30.0,10.0,3.0,3.0,0,1.0
2,0,3,6,67.598,3.911,75.204,-8.945,-24.523,0.01,22.0,3.0,2.0,0,2.0
2,0,3,5,56.25,20.312,79.44,9.339,33.71,1.0,50.0,3.0,6.0,0,4.0
2,0,1,5,53.659,31.707,54.547,16.633,12.73,0.01,26.0,3.0,3.0,0,1.0
2,0,5,6,76.471,2.941,52.577,1.157,1.616,25.0,10.0,1.0,3.0,0,1.0
2,0,4,6,75.862,10.345,147.821,3.903,9.815,0.2,26.0,1.0,2.0,0,1.0
2,0,3,6,54.412,23.529,122.752,-6.34,-25.692,5.0,51.0,3.0,2.0,0,1.0
2,0,3,5,50.0,25.0,91.828,1.531,4.29,2.0,28.0,3.0,4.0,0,1.0
2,0,3,6,49.231,15.385,182.491,-2.494,-10.802,0.5,73.0,3.0,3.0,0,1.0
2,0,1,5,22.222,44.444,36.286,0.898,0.846,0.0,44.0,3.0,4.0,0,1.0
3,0,5,6,74.286,14.286,34.7,-11.141,-6.433,5.0,33.0,3.0,7.0,1,4.0
2,0,3,5,57.838,16.216,110.043,9.984,20.871,0.01,25.0,3.0,5.0,0,1.0
2,0,1,5,30.769,38.462,28.837,-73.813,-47.163,0.01,100.0,3.0,2.0,0,2.0
2,0,3,5,71.429,0.0,159.509,-17.281,-678.947,2.0,30.0,3.0,5.0,0,4.0
3,0,1,6,42.708,20.833,109.529,4.179,5.267,40.0,44.0,3.0,2.0,1,1.0
2,0,5,5,42.857,50.0,96.113,3.013,9.548,0.5,58.0,1.0,2.0,0,1.0
2,0,2,6,66.667,0.0,195.238,16.26,39.216,1.0,50.0,1.0,3.0,0,1.0
2,0,2,6,30.12,36.145,114.064,1.557,2.151,10.0,33.0,3.0,4.0,0,1.0
2,0,3,6,50.0,11.538,81.267,8.06,12.626,8.0,45.0,3.0,4.0,0,2.0
2,0,5,6,53.333,6.667,47.151,18.497,29.724,3.0,11.0,3.0,2.0,0,1.0
2,0,3,5,50.0,37.5,44.087,-2.187,-4.144,2.0,30.0,3.0,3.0,0,1.0
2,0,3,5,66.923,10.0,49.709,1.588,1.447,5.0,15.0,3.0,4.0,0,1.0
2,0,5,6,44.444,22.222,44.347,-32.213,-47.766,30.0,23.0,3.0,4.0,0,2.0
2,0,5,6,59.091,9.091,106.686,8.919,23.258,10.0,11.0,1.0,4.0,0,1.0
2,0,3,5,50.0,16.667,61.258,-21.566,-57.123,1.0,50.0,3.0,6.0,0,1.0
1,0,3,10,52.113,14.085,68.624,-1.152,-3.208,0.01,24.0,3.0,2.0,0,1.0
2,0,2,5,55.556,33.333,84.485,8.176,20.249,2.0,75.0,3.0,5.0,0,1.0
4,0,1,5,58.104,23.853,66.769,14.385,13.251,5.0,27.0,3.0,4.0,0,1.0
2,0,3,5,64.231,8.846,71.041,0.689,0.874,20.0,27.0,1.0,2.0,0,1.0
2,0,5,6,82.857,2.857,76.124,9.593,16.89,10.0,10.0,1.0,3.0,0,2.0
2,0,5,6,78.571,0.0,89.114,5.585,24.427,8.0,25.0,1.0,4.0,0,2.0
2,0,3,6,33.333,33.333,155.332,16.58,86.486,0.01,65.0,3.0,3.0,0,1.0
2,0,3,6,68.462,3.846,107.084,-4.117,-13.855,10.0,33.0,3.0,6.0,0,1.0
2,0,1,6,72.222,22.222,59.533,1.606,1.25,1.0,31.0,3.0,3.0,0,2.0
2,0,5,6,41.667,20.833,88.241,18.01,21.367,92.0,37.0,3.0,5.0,0,1.0
3,0,5,5,66.667,13.889,46.696,4.802,3.564,5.0,18.0,3.0,7.0,0,1.0
2,1,3,6,63.095,0.0,185.203,4.458,26.529,0.0,12.0,3.0,1.0,1,1.0
2,0,1,6,54.545,18.182,50.86,1.745,1.125,1.0,31.0,3.0,3.0,0,1.0
2,0,2,6,31.818,22.727,83.888,3.168,6.985,20.0,60.0,1.0,3.0,0,1.0
2,0,5,6,81.818,3.896,71.848,8.046,8.961,0.01,9.0,3.0,4.0,0,1.0
3,0,3,5,59.259,6.667,105.931,0.607,0.844,36.0,25.0,3.0,2.0,0,1.0
2,0,3,6,71.111,11.111,107.736,10.405,24.189,30.0,10.0,3.0,3.0,0,1.0
4,0,2,6,19.266,45.872,120.886,-41.412,132.495,20.0,46.0,3.0,3.0,1,1.0
3,0,3,6,64.8,2.8,85.611,4.874,11.225,0.01,22.0,3.0,2.0,0,1.0
2,0,3,5,55.556,22.222,211.233,0.233,2.125,40.0,10.0,1.0,2.0,0,1.0
2,0,4,6,11.765,5.882,130.439,10.217,49.307,0.1,10.0,1.0,6.0,0,1.0
4,0,3,6,42.5,20.0,60.902,12.352,15.597,12.0,27.0,1.0,3.0,0,4.0
3,1,3,3,33.333,33.333,50.78,8.02,7.593,10.0,33.0,1.0,2.0,1,1.0
2,0,5,6,50.0,33.333,147.739,15.463,50.427,0.5,42.0,3.0,2.0,0,1.0
1,0,5,6,63.158,15.789,178.783,6.657,35.36,2.0,48.0,3.0,2.0,0,1.0
3,0,1,5,21.875,39.583,99.881,6.92,9.451,40.0,44.0,3.0,1.0,0,3.0
2,0,3,6,66.279,9.302,111.997,6.267,10.625,7.0,30.0,1.0,5.0,0,1.0
2,0,2,5,65.0,10.0,86.661,3.506,17.387,50.0,20.0,3.0,1.0,0,1.0
3,0,3,10,52.113,14.085,83.609,12.257,34.248,0.01,24.0,3.0,3.0,0,1.0
2,0,3,6,62.857,17.143,150.968,3.465,22.493,10.0,30.0,1.0,4.0,0,1.0
1,0,2,4,18.182,54.545,45.589,-58.375,-155.976,0.01,80.0,3.0,4.0,0,1.0
2,0,2,5,40.426,8.511,33.386,1.938,2.081,2.0,70.0,1.0,1.0,0,1.0
2,0,3,5,70.4,6.8,63.085,-3.723,-3.699,36.0,41.0,3.0,4.0,0,1.0
4,0,3,5,58.14,9.302,199.338,0.383,1.827,1.0,26.0,3.0,1.0,0,1.0
3,0,3,5,30.0,15.0,203.254,-2.205,-14.297,50.0,38.0,3.0,3.0,1,1.0
2,0,3,6,41.026,33.333,103.941,0.965,2.177,10.0,28.0,1.0,4.0,0,1.0
2,0,3,6,55.319,15.957,113.588,16.662,51.947,0.01,46.0,3.0,2.0,0,1.0
2,0,3,6,50.0,17.857,159.182,3.206,29.915,0.1,36.0,1.0,4.0,0,1.0
2,0,3,6,56.25,11.058,254.351,0.257,4.419,0.01,23.4,3.0,5.0,0,1.0
2,0,3,6,61.644,24.658,120.07,1.402,5.764,5.0,21.0,3.0,2.0,0,1.0
2,0,2,5,59.459,9.459,66.846,0.221,0.505,20.0,24.0,1.0,3.0,0,1.0
4,0,2,6,75.893,12.5,81.772,-3.682,-4.715,10.0,20.0,3.0,3.0,0,1.0
2,0,2,6,66.667,0.0,59.538,6.796,12.5,3.0,50.0,1.0,3.0,0,1.0
2,0,2,7,50.0,31.25,199.276,2.594,15.048,10.0,50.0,1.0,1.0,0,3.0
3,1,3,5,59.2,7.2,104.64,6.714,8.527,46.0,25.0,3.0,5.0,1,1.0
2,0,3,5,71.429,0.0,113.125,2.703,13.851,2.0,30.0,3.0,6.0,0,1.0
2,1,5,5,53.846,15.385,111.094,4.926,20.278,0.5,0.0,1.0,3.0,0,1.0
1,0,3,6,57.789,5.025,128.955,3.495,16.251,10.0,40.0,3.0,1.0,0,1.0
2,0,3,6,40.0,60.0,77.815,-11.489,-135.0,0.01,75.0,3.0,1.0,0,4.0
2,1,2,5,72.973,8.108,132.391,3.237,16.153,90.0,20.0,3.0,4.0,1,1.0
2,0,2,5,64.706,14.706,216.421,2.022,14.595,0.5,49.5,1.0,5.0,0,1.0
2,0,3,6,0.0,5.941,56.647,14.524,12.561,50.0,70.0,3.0,1.0,0,1.0
2,0,2,6,33.333,44.444,20.606,-48.966,-113.904,30.0,58.0,3.0,4.0,0,3.0
2,0,3,6,44.444,33.333,25.581,1.665,1.286,0.01,67.0,1.0,1.0,0,1.0
2,0,2,7,7.407,37.037,219.161,3.092,30.003,10.0,56.0,1.0,3.0,0,1.0
2,0,1,5,50.0,33.333,18.865,-116.849,-47.083,0.01,100.0,3.0,1.0,0,1.0
2,0,3,6,62.5,25.0,166.746,0.997,5.224,3.0,50.0,1.0,6.0,0,1.0
2,0,2,5,40.426,8.511,43.593,2.19,2.661,2.0,50.0,1.0,1.0,0,1.0
2,0,3,6,55.556,22.222,55.753,2.225,2.136,0.1,40.0,1.0,4.0,0,1.0
2,0,2,6,37.5,50.0,117.827,0.933,2.133,40.0,30.0,3.0,3.0,0,1.0
2,0,2,5,66.667,33.333,34.634,5.634,4.082,5.0,50.0,3.0,4.0,0,1.0
4,0,2,8,60.345,20.69,78.57,-29.12,-44.894,10.0,42.0,3.0,4.0,0,1.0
1,0,3,6,42.857,28.571,411.597,11.363,71.93,3.0,42.0,1.0,1.0,0,1.0
2,0,2,5,75.0,25.0,26.144,-131.25,1112.5,5.0,50.0,3.0,3.0,0,1.0
4,0,3,5,70.455,11.364,277.909,1.014,6.415,0.1,35.0,3.0,7.0,0,1.0
2,0,5,6,79.07,13.953,109.873,-0.638,-4.162,0.05,38.0,3.0,2.0,0,1.0
2,0,3,6,48.75,20.0,107.742,1.411,6.17,5.0,21.0,3.0,2.0,0,1.0
2,0,3,5,60.606,10.695,107.602,7.7,14.593,0.1,25.0,3.0,3.0,0,1.0
2,0,3,6,15.385,23.077,105.735,1.017,5.66,5.0,54.0,3.0,2.0,0,1.0
4,0,1,5,55.556,33.333,19.856,-16.71,-6.44,70.0,80.0,3.0,3.0,0,1.0
2,0,2,5,58.108,9.459,63.126,-2.048,-4.783,20.0,40.0,1.0,3.0,0,2.0
2,0,2,6,74.528,13.208,95.963,10.806,16.287,10.0,20.0,3.0,2.0,0,1.0
2,0,1,5,22.222,44.444,8.074,-133.977,-36.373,0.01,44.0,3.0,4.0,0,1.0
2,0,5,6,73.333,3.81,131.324,7.044,43.805,2.0,30.0,3.0,3.0,0,1.0
2,0,2,5,93.617,2.128,38.416,0.345,0.333,2.0,32.0,1.0,1.0,0,1.0
2,0,3,6,54.545,18.182,1011.21,6.533,74.966,0.01,30.0,1.0,2.0,0,1.0
1,0,2,4,16.667,41.667,57.173,3.773,9.961,0.01,80.0,3.0,1.0,0,1.0
4,0,2,6,45.263,18.947,83.14,-12.922,-16.934,10.0,43.0,3.0,2.0,0,3.0
2,0,2,5,65.823,10.127,79.74,2.829,7.762,15.0,32.0,1.0,7.0,0,3.0
2,0,1,6,62.5,25.0,71.103,6.82,6.965,1.0,42.0,3.0,2.0,0,1.0
2,0,1,6,60.87,8.696,114.903,0.198,1.382,0.5,38.0,3.0,5.0,0,1.0
2,0,4,6,80.0,0.0,174.866,5.305,38.975,3.0,39.0,3.0,3.0,0,2.0
2,0,5,6,77.778,7.778,70.495,9.488,9.306,0.1,9.0,3.0,2.0,0,1.0
4,0,1,5,40.052,33.075,81.399,13.445,14.696,80.0,27.0,3.0,4.0,0,1.0
2,0,2,5,81.818,9.091,16.788,-53.977,-30.04,5.0,22.0,3.0,3.0,0,2.0
2,0,5,6,60.606,6.061,148.494,25.325,70.973,20.0,30.0,3.0,4.0,0,1.0
2,0,4,6,60.417,4.167,61.755,13.018,33.954,3.0,84.0,1.0,8.0,0,1.0
2,0,3,6,53.061,12.245,66.472,5.94,8.335,80.0,45.0,3.0,7.0,0,4.0
2,0,3,5,56.757,18.919,38.825,1.458,1.359,25.0,35.0,1.0,8.0,0,1.0
1,0,2,4,54.545,22.727,54.034,-27.379,-224.816,0.01,70.0,3.0,7.0,0,1.0
2,0,5,6,55.556,33.333,137.746,6.561,19.382,35.0,20.0,3.0,8.0,0,1.0
2,0,3,5,42.857,28.571,57.3,0.426,1.064,2.0,28.0,3.0,4.0,0,2.0
2,0,2,6,68.421,7.018,63.376,5.46,4.509,0.5,44.0,3.0,2.0,0,1.0
2,0,3,5,58.182,9.091,163.936,0.791,3.817,25.0,37.0,1.0,2.0,0,1.0
4,0,2,6,29.167,29.167,170.108,3.796,19.286,0.01,76.0,1.0,3.0,0,1.0
2,0,3,6,75.0,0.0,274.419,0.812,29.487,1.0,33.0,1.0,1.0,0,1.0
2,0,3,5,45.99,39.28,104.926,11.196,16.585,30.0,25.0,3.0,3.0,0,1.0
2,0,5,6,53.623,0.0,473.788,-2.927,-248.485,5.0,35.0,1.0,1.0,0,1.0
2,0,3,6,24.242,14.141,78.374,14.754,15.238,50.0,70.0,3.0,1.0,0,2.0
2,0,3,6,72.0,10.0,100.539,6.112,12.232,80.0,8.0,3.0,3.0,0,2.0
1,0,3,6,80.0,10.0,87.219,8.656,19.103,7.0,65.0,1.0,1.0,0,1.0
2,0,3,5,54.545,22.727,66.037,4.428,11.659,0.1,59.091,3.0,7.0,0,1.0
3,0,1,6,40.0,45.0,135.635,11.25,31.152,20.0,65.0,3.0,4.0,0,1.0
2,0,3,5,33.333,33.333,121.212,34.167,397.761,7.0,66.667,3.0,3.0,0,1.0
2,0,2,6,0.0,80.0,38.275,0.704,0.98,0.01,60.0,3.0,3.0,0,1.0
2,0,2,5,0.0,60.0,61.613,0.524,-6.25,0.2,80.0,1.0,2.0,0,2.0
2,0,3,6,36.957,6.522,290.677,2.992,16.53,30.0,23.913,1.0,2.0,0,1.0
4,0,3,7,55.446,17.162,81.904,6.23,7.307,60.0,35.314,3.0,6.0,1,1.0
2,0,3,7,0.0,5.0,130.809,10.033,18.897,5.0,35.0,1.0,1.0,0,1.0
4,0,3,6,6.667,60.0,114.542,17.495,22.332,0.01,46.667,3.0,1.0,0,1.0
3,0,2,5,35.714,14.286,89.569,17.212,31.831,0.01,87.857,3.0,5.0,0,1.0
4,0,5,6,34.286,14.286,224.289,12.85,62.446,25.0,51.429,3.0,2.0,0,1.0
2,0,3,7,50.0,12.5,150.715,3.429,20.23,1.0,31.25,1.0,7.0,0,2.0
4,0,3,5,36.598,19.588,92.19,12.137,13.921,70.0,40.206,3.0,6.0,1,1.0
2,0,3,5,40.0,10.0,102.655,15.84,51.473,0.01,60.0,3.0,7.0,0,1.0
2,0,5,6,44.186,9.302,86.143,0.097,0.158,12.0,48.837,1.0,1.0,0,1.0
2,0,3,6,40.0,0.0,64.858,5.126,9.627,10.0,40.0,1.0,1.0,0,1.0
4,0,3,7,30.337,8.989,127.1,6.042,18.111,40.0,50.562,2.0,7.0,0,1.0
2,0,3,6,53.333,6.667,109.37,1.437,12.852,1.0,66.667,1.0,1.0,0,1.0
4,0,3,6,33.333,33.333,74.035,4.028,4.582,0.1,33.333,1.0,2.0,0,1.0
4,0,3,6,28.571,47.619,18.732,6.562,2.151,0.01,47.619,3.0,2.0,0,1.0
2,0,3,6,0.0,12.5,102.827,15.397,20.947,10.0,75.0,1.0,6.0,0,1.0
4,0,3,10,13.889,36.111,55.896,21.93,12.955,40.0,55.556,1.0,5.0,0,1.0
2,0,3,4,41.667,25.0,161.431,5.299,21.375,15.0,33.333,3.0,4.0,0,1.0
2,0,4,6,25.0,50.0,41.014,15.73,12.281,20.0,25.0,3.0,1.0,0,1.0
2,0,2,5,48.101,7.595,128.203,-5.154,-58.766,0.01,62.025,3.0,5.0,0,1.0
2,0,3,6,44.762,28.571,98.835,-6.006,-33.524,4.0,49.524,3.0,3.0,1,1.0
2,0,3,5,44.949,24.747,148.303,9.171,28.567,10.0,30.303,3.0,2.0,0,1.0
2,0,3,6,84.483,6.897,75.2,-13.806,-26.985,0.01,37.931,2.0,5.0,0,1.0
2,0,3,7,35.145,12.681,65.766,5.795,7.662,85.0,32.246,1.0,7.0,1,1.0
3,0,3,6,70.732,7.317,106.997,4.602,14.041,35.0,19.512,1.0,2.0,1,1.0
2,0,1,6,0.0,100.0,3.609,-1739.26,-222.222,5.0,60.0,1.0,3.0,0,1.0
3,1,1,5,0.0,87.5,36.677,-35.0,-25.105,18.0,75.0,3.0,8.0,1,1.0
2,0,2,6,0.0,60.0,382.653,5.6,23.333,50.0,40.0,1.0,2.0,0,1.0
2,0,1,5,40.909,18.182,171.034,2.683,12.945,20.0,50.0,3.0,5.0,0,1.0
1,0,1,5,28.571,57.143,62.647,1.408,2.857,0.01,57.143,3.0,4.0,1,1.0
2,0,2,6,25.0,50.0,240.654,16.505,62.963,5.0,75.0,1.0,7.0,0,1.0
3,0,3,5,29.412,17.647,92.19,12.137,13.921,5.0,60.0,3.0,2.0,0,3.0
4,0,3,5,48.571,20.0,224.289,12.85,62.446,1.0,42.857,1.0,3.0,0,1.0
3,0,1,5,56.25,20.833,229.82,9.036,24.405,10.0,89.583,3.0,1.0,0,1.0
4,0,3,6,70.0,0.0,23.599,-57.567,-135.811,5.0,20.0,3.0,2.0,0,1.0
