순번,개인법인구분_공통,가중치_공통,(쿼터)업종_공통,(쿼터)종사자_공통,(쿼터)지역_공통,(쿼터)기업성장단계_공통,(쿼터)업력_공통,업력_공통,지역_공통,업종_공통,제조업여부_공통,A14_벤처확인유형_공통,A15_회사주소_시도_공통,A15_회사주소_구군_공통,A16_KSIC코드_공통,A161_1단계업종분류_대_공통,A162_2단계업종분류_중_공통,A163_3단계업종분류_소_공통,A21_창업년도_공통,A22_기업성장단계_공통,A23_제조및비제조_공통,A23_2_아웃소싱_공통,A24_스마티공장도입의향_법인,A25_상장여부_법인,A25_상장년도_법인,A25_상장거래소_법인,B11_대표이사_창업자여부_법인,B12_대표이사_성별_법인,B13_대표이사_연령_법인,B14_대표이사_최종학력_법인,B141_대표이사_전공_법인,B141_대표이사_전공_기타_법인,B15_대표이사_이전근무지_법인,B15_대표이사_이전근무지_기타_법인,B16_대표이사_업무경력분야2_0_법인,B16_대표이사_업무경력분야2_1_법인,B16_대표이사_업무경력분야2_2_법인,B16_대표이사_업무경력분야2_3_법인,B16_대표이사_업무경력분야2_4_법인,B16_대표이사_업무경력분야2_5_법인,B16_대표이사_업무경력분야2_6_법인,B16_대표이사_업무경력분야2_7_법인,B16_대표이사_업무경력분야2_기타_법인,B21_창업자_성별_공통,B22_창업주_창업시연령_공통,B23_창업주_창업시최종학력_공통,B231_창업주_창업시전공_공통,B231_창업주_창업시전공_기타_공통,B24_창업주_이전근무지_공통,B24_창업주_이전근무지_기타_공통,B25_창업주_업무경력분야_0_공통,B25_창업주_업무경력분야_1_공통,B25_창업주_업무경력분야_2_공통,B25_창업주_업무경력분야_3_공통,B25_창업주_업무경력분야_4_공통,B25_창업주_업무경력분야_5_공통,B25_창업주_업무경력분야_6_공통,B25_창업주_업무경력분야_7_공통,B25_창업주_업무경력분야_기타_공통,B261_창업방식형태_공통,B262_창업형태_단독공동_법인,B262_2_멤버수_법인,B2631_창업방식_창업자주요역할_0_공통,B2631_창업방식_창업자주요역할_1_공통,B2631_창업방식_창업자주요역할_2_공통,B2631_창업방식_창업자주요역할_3_공통,B2631_창업방식_창업자주요역할_4_공통,B2631_창업방식_창업자주요역할_기타_공통,B2632_창업방식_공동창업자주요역할_0_법인,B2632_창업방식_공동창업자주요역할_1_법인,B2632_창업방식_공동창업자주요역할_2_법인,B2632_창업방식_공동창업자주요역할_3_법인,B2632_창업방식_공동창업자주요역할_4_법인,B2632_창업방식_공동창업자주요역할_기타_법인,B27_창업시목표시장_법인,B28_창업시관련분야실무경험년수_공통,B29_창업주과거창업경험여부_공통,B291_창업경험및결과_성공_공통,B291_창업경험및결과_실패_공통,B291_창업경험및결과_합계_공통,C11_2017년기준_정규직_남_공통,C11_2017년기준_정규직_여_공통,C11_2017년기준_정규직_합계_공통,C11_2018년기준_정규직_남_공통,C11_2018년기준_정규직_여_공통,C11_2018년기준_정규직_합계_공통,C12_2017년기준_비정규직_남_공통,C12_2017년기준_비정규직_여_공통,C12_2017년기준_비정규직_합계_공통,C12_2018년기준_비정규직_남_공통,C12_2018년기준_비정규직_여_공통,C12_2018년기준_비정규직_합계_공통,C13_2017년기준_총종사자_남_공통,C13_2017년기준_총종사자_여_공통,C13_2017년기준_총종사자_합계_공통,C13_2018년기준_총종사자_남_공통,C13_2018년기준_총종사자_여_공통,C13_2018년기준_총종사자_합계_공통,C2_총종사자수_관리_공통,C2_총종사자수_생산_공통,C2_총종사자수_영업_공통,C2_총종사자수_연구개발(RnD)_공통,C2_총종사자수_기타_공통,C2_총종사자수_합계_공통,C3_학력별인력구성비_고졸이하_법인,C3_학력별인력구성비_전문대졸_법인,C3_학력별인력구성비_대졸_법인,C3_학력별인력구성비_석사_법인,C3_학력별인력구성비_박사_법인,C4_예상신규채용_신규채용의사_공통,C4_예상신규채용_2019년하반기_채용인원_공통,C4_예상신규채용_2020년_채용인원_공통,C4_예상신규채용_채용인원합계_공통,C41_신규채용희망학력_고졸이하_법인,C41_신규채용희망학력_전문대졸_법인,C41_신규채용희망학력_대졸_법인,C41_신규채용희망학력_석사_법인,C41_신규채용희망학력_박사_법인,C41_신규채용희망학력_합계_법인,C42_신규채용계획없는주요이유_법인,C42_신규채용계획없는주요이유_기타_사유_법인,C51_구인하기어려운직무_1순위_법인,C51_구인하기어려운직무_2순위_법인,C51_구인하기어려운직무_기타_법인,C52_구인하기어려운직급_1순위_법인,C52_구인하기어려운직급_2순위_법인,D1_지분_창업자_법인,D1_지분_임직원_법인,D1_지분_가족_법인,D1_지분_벤처캐피털_법인,D1_지분_엔젤및엑셀러레이터_법인,D1_지분_개인투자자_법인,D1_지분_합계_법인,D21_재무상태표_2017년_자산총계_공통,D21_재무상태표_2018년_자산총계_공통,D22_재무상태표_2017년_부채총계_공통,D22_재무상태표_2018년_부채총계_공통,D23_재무상태표_2017년_자본총계_공통,D23_재무상태표_2018년_자본총계_공통,D31_2017년_매출액_공통,D31_2018년_매출액_공통,D32_2017년_영업이익_공통,D32_2018년_영업이익_공통,D33_2017년_금융비용_공통,D33_2018년_금융비용_공통,D34_2017년_당기순이익_공통,D34_2018년_당기순이익_공통,D4_매출_대기업(B2B)_공통,D4_매출_12차벤더(B2B)_공통,D4_매출_중소기업(B2B)_공통,D4_매출(B2C)_공통,D4_매출(B2G)_공통,D4_매출_글로벌_공통,D4_매출_합계_공통,D51_연구개발(RnD)_경험여부_공통,D51_연구개발(RnD)_2018년총금액_공통,D52_융자_경험여부_공통,D52_융자_2018년총금액_공통,D53_보증서지원_경험여부_공통,D53_보증서지원_2018년총금액_공통,D54_기타지원_경험여부_공통,D54_기타지원_2018년총금액_공통,D55_합계_2018년총금액_공통,D5_개인사업자_향후법인전환의사여부_개인,D6_신규자금조달규모_법인,D6_신규자금조달_기업공개(IPO)_법인,D6_신규자금조달_캐피탈_법인,D6_신규자금조달_회사채_법인,D6_신규자금조달_정부지원금_법인,D6_신규자금조달_은행_법인,D6_신규자금조달_기타_법인,D6_신규자금조달_합계_법인,D7_투자액_국내설비_법인,D7_투자액_연구개발(RnD)_법인,D7_투자액_해외_법인,D7_투자액_기타_법인,D7_투자액_합계_법인,D8_스톡옵션상황_법인,D81_스톡옵션_실시주요목적_법인,D82_스톡옵션_활용안하는이유_법인,E1_공통_4차산업혁명과관계여부_공통,E11_분야별주력제품관련성_0_공통,E11_분야별주력제품관련성_1_공통,E11_분야별주력제품관련성_2_공통,E21_등록보유_특허권_공통,E21_등록보유_실용신안권_공통,E21_등록보유_디자인권_공통,E21_등록보유_상표권_공통,E21_등록보유_해외산업재산권_공통,E21_등록보유_합계_공통,E22_출원중_특허권_공통,E22_출원중_실용신안권_공통,E22_출원중_디자인권_공통,E22_출원중_상표권_공통,E22_출원중_해외산업재산권_공통,E22_출원중_합계_공통,E3_획득중인해외특허_0_법인,E3_획득중인해외특허_1_법인,E3_획득중인해외특허_2_법인,E4_제품및서비스구조_법인,E5_세계유일의기술보유여부_법인,E61_기술력수준비교_세계_법인,E62_기술력수준비교_국내_법인,E7_연구개발관련전담부서보유여부_법인,F11_개발역량_법인,F12_제조역량_법인,F13_마케팅역량_법인,F21_경쟁전략초점정도_원가우위수준_법인,F22_경쟁전략초점정도_고부가가치화수준_법인,F31_비즈니스모델혁신정도_명확한정리_법인,F32_비즈니스모델혁신정도_혁신_법인,F4_장기적성장전망성_법인,G1_자체브랜드보유여부_공통,G11_자체브랜드보유개수_공통,G2_영업및마케팅방식_0_공통,G2_영업및마케팅방식_기타_공통,G31_국내시장점유율_법인,G32_글로벌시장점유율_법인,G4_글로벌사업방식_법인,G41_해외지사설치여부_법인,G51_글로벌시장진출지역_0_법인,G51_글로벌시장진출지역_1_법인,G51_글로벌시장진출지역_2_법인,G51_글로벌시장진출지역_3_법인,G51_글로벌시장진출지역_4_법인,G51_글로벌시장진출지역_5_법인,G51_글로벌시장진출지역_6_법인,G51_글로벌시장진출지역_기타_법인,G52_직-간접수출지역_0_법인,G52_직-간접수출지역_1_법인,G52_직-간접수출지역_2_법인,G52_직-간접수출지역_3_법인,G52_직-간접수출지역_4_법인,G52_직-간접수출지역_5_법인,G52_직-간접수출지역_6_법인,G52_직-간접수출지역_기타_법인,G6_해외수출시애로사항_1순위_법인,G6_해외수출시애로사항_2순위_법인,G6_해외수출시애로사항_기타_법인,H1_선호협력기관_메인파트너_1순위_공통,H1_선호협력기관_메인파트너_2순위_공통,H11_협력활동유형_공통,H11_협렵활동도움정도_공통,H11_협력활동유형_기타_공통,H12_협력활동유형_공통,H12_협렵활동도움정도_공통,H12_협력활동유형_기타_공통,H13_협력활동유형_공통,H13_협렵활동도움정도_공통,H13_협력활동유형_기타_공통,H14_협력활동유형_공통,H14_협렵활동도움정도_공통,H14_협력활동유형_기타_공통,H15_협력활동유형_공통,H15_협렵활동도움정도_공통,H15_협력활동유형_기타_공통,H21_협력의사_공통,H21_협력희망분야_공통,H21_협력희망분야_기타_공통,H22_협력의사_공통,H22_협력희망분야_공통,H22_협력희망분야_기타_공통,H23_협력의사_공통,H23_협력희망분야_공통,H23_협력희망분야_기타_공통,H24_협력의사_공통,H24_협력희망분야_공통,H24_협력희망분야_기타_공통,H25_협력의사_공통,H25_협력희망분야_공통,H25_협력희망분야_기타_공통,I1_크라우드펀딩받은경험_법인,I2_엔젤투자자투자받은경험_법인,I3_밴처캐피탈투자받은경험_법인,I31_투자한벤처캐피탈역할_법인,I321_도움여부_법인,I321_도움정도_법인,I322_도움여부_법인,I322_도움정도_법인,I323_도움여부_법인,I323_도움정도_법인,I324_도움여부_법인,I324_도움정도_법인,I325_도움여부_법인,I325_도움정도_법인,I326_도움여부_법인,I326_도움정도_법인,I327_도움여부_법인,I327_도움정도_법인,I4_인수합병의향_법인,I5_인수합병응할의향_법인,I6_인수합병(MnA)환경개선을위해필요한것_1순위_법인,I6_인수합병(MnA)환경개선을위해필요한것_2순위_법인,J11_납품단가_법인,J11_단가변동폭_법인,J12_납품단가_법인,J12_단가변동폭_법인,J13_납품단가_법인,J13_단가변동폭_법인,J14_납품단가_법인,J14_단가변동폭_법인,J21_현재이익률_법인,J21_희망적정이익률_법인,J22_현재이익률_법인,J22_희망적정이익률_법인,J23_현재이익률_법인,J23_희망적정이익률_법인,J24_현재이익률_법인,J24_희망적정이익률_법인,J31_불공정거래경험여부_법인,J31_불공정거래심각성정도_법인,J32_불공정거래경험여부_법인,J32_불공정거래심각성정도_법인,J33_불공정거래경험여부_법인,J33_불공정거래심각성정도_법인,J34_불공정거래경험여부_법인,J34_불공정거래심각성정도_법인,J4_기업간거래시주요애로사항_1순위_법인,J4_기업간거래시주요애로사항_2순위_법인,K11_기술개발촉진효과_공통,K12_기업이미지제고등광고효과_공통,K13_세제혜택효과_공통,K14_우수인력확보에유리_공통,K15_입지선정시유리_공통,K16_자금조달및투자유인효과_공통,K17_정부지원제도참여에유리_공통,K18_창업관련규제완화효과_공통,K21_인수합병(MnA)활성화를위한제도개선_공통,K22_벤처관련규제완화_공통,K23_창업및기업가적능력개발을위한교육_공통,K24_기업가정신을고취하는사회분위기_공통,K25_벤처투자활성화_법인_공통,K31_실천하고있는사회적책임_0_법인,K31_실천하고있는사회적책임_1_법인,K31_실천하고있는사회적책임_기타_법인,K32_향후사회적책임실천할계획여부_법인,K41_신기술개발애로_공통,K42_개발된기술의사업화애로_공통,K43_국내판로개척애로_공통,K44_해외시장개척애로_공통,K45_필요인력의확보및유지관리애로_공통,K46_자금조달_운용등자금관리애로_공통,K47_기술유출_디자인및상표도용애로_공통,K48_업계내의과당경쟁및덤핑애로_공통,K49_법률회계세무관련지식부족애로_공통,K410_조직관리애로_공통,K411_환율변동애로_공통,K412_특허분쟁애로_공통,K413_각종규제애로_공통,K414_산-학-연간협력활동애로_공통,K415_불공정한시장질서애로_공통
11,법인,1.707,8,5,1,3,3,19,11,63991,2,2,서울,강남구,J63991,J,63,639,2000,3,4,,2,1,2019,2,1,,,,,,,,,,,,,,,,,1,3,3,2,,7,,6,,,,,,,,,3,1,,1,,,,,,,,,,,,3,5,2,,,,86,17,103,87,18,105,0,0,0,0,0,0,86,17,103,87,18,105,18,18,2,67,0,105,0,3,97,0,0,2,,,,,,,,,,4,,4,3,,3,1,0,0,0,25,43,32,100,100328,113931,60042,58813,40286,55118,39338,57164,9397,13170,23,106,9360,11995,10,20,70,0,0,0,100,2,,2,,2,,2,,,,60,0,0,0,0,100,0,100,0,954,0,0,954,4,,2,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,,1,2,3,3,3,3,4,3,3,3,3,3,3,2,,1,,17,0,4,,,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,1,1,1,,,,,,,,,,,,,,,2,2,4,6,2,,2,,2,,,,12,30,7,10,10,15,,,1,4,,,,,,,2,12,2,3,3,3,3,3,3,3,3,3,4,3,3,7,,,2,3,3,3,4,3,2,3,4,3,3,3,3,3,3,3
12,법인,9.188,9,3,1,2,3,19,31,70113,2,4,경기,성남시 분당구,M70113,M,70,701,2000,2,1,,2,1,2009,2,1,,,,,,,,,,,,,,,,,2,4,1,2,,5,,5,,,,,,,,,3,1,,1,,,,,,,,,,,,3,17,2,,,,20,19,39,23,20,43,0,0,0,0,0,0,20,19,39,23,20,43,28,10,0,0,5,43,0,0,23,58,19,1,10,10,20,0,0,12,5,3,20,,,4,5,,2,1,8,5,0,8,0,79,100,16343,30421,5113,19353,11231,11067,3857,3640,-1405,-2460,94,631,-1408,-3165,0,0,99,0,0,1,100,1,1211,2,,2,,1,42,1253,,2093,0,10,28,60,0,2,100,0,1840,600,0,2440,1,3,,2,,,,15,0,0,25,9,49,0,0,0,0,0,0,1,,,3,2,3,2,2,3,2,2,3,2,3,3,4,1,15,3,,5,1,1,2,,,,,,,,,6,,,,,,,,4,5,,2,1,2,4,,3,4,,,,,,,,,,,2,,,2,,,1,3,,2,,,1,12,,2,2,1,1,,,,,,,,,,,,,,,1,2,4,6,,,,,2,,2,,,,,,10,20,3,10,,,,,1,2,1,1,9,7,3,2,3,2,3,3,3,3,3,2,2,3,3,7,,,1,3,4,4,4,5,5,4,3,3,3,4,3,4,3,3
13,법인,8.379,7,4,1,3,3,18,11,47912,2,3,서울,강남구,G47912,G,47,479,2001,3,4,,2,1,2007,2,2,1,39,3,3,,6,,4,8,,,,,,,,1,2,2,3,,5,,3,4,,,,,,,,1,1,,2,,,,,,,,,,,,1,3,2,,,,55,8,63,55,8,63,1,1,2,0,0,0,56,9,65,55,8,63,13,8,37,0,5,63,10,5,80,3,2,1,4,2,6,0,2,4,0,0,6,,,7,4,,1,2,0,2,0,12,13,73,100,97042,81503,21413,19098,75629,62405,36485,34927,-1397,-5952,190,633,33708,-13106,0,0,0,86,0,14,100,2,,2,,2,,2,,,,,,,,,,,,0,2204,0,0,2204,4,,4,1,18,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,2,3,3,2,4,4,3,4,4,4,4,4,2,,3,,10,1,1,2,,,,,,,,,1,2,3,4,7,6,7,"대만,홍콩",7,5,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,1,1,1,,,,,,,,,,,,,,,2,2,3,2,,,,,,,2,,,,,,,,20,25,,,,,,,,,4,3,4,4,3,4,4,3,4,3,4,4,3,4,4,5,,,2,3,3,4,3,3,4,3,4,3,3,4,3,4,3,3
14,법인,46.129,1,1,1,4,3,18,11,27212,1,2,서울,구로구,C27212,C,27,272,2001,4,2,80,2,4,,,1,,,,,,,,,,,,,,,,,1,2,5,,,6,,4,5,,,,,,,,3,1,,2,,,,,,,,,,,,1,15,2,,,,6,1,7,5,1,6,0,0,0,0,0,0,6,1,7,5,1,6,2,2,0,1,1,6,17,33,33,17,0,2,,,,,,,,,,3,,4,1,,2,1,50,51,0,0,0,0,100,2649,2773,639,696,2010,2077,1582,2117,82,95,17,28,50,67,10,18,18,18,18,18,100,2,,2,,2,,2,,,,,,,,,,,,0,77,0,0,77,4,,2,2,,,,7,0,0,3,1,11,0,0,0,0,0,0,2,,,3,2,5,3,2,3,3,3,3,3,2,2,3,1,1,1,,100,1,3,2,,,,,,,,,2,3,,,,,,,8,3,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,2,3,2,,2,,2,,2,,15,27,15,27,15,27,15,27,,,,,,,,,2,12,1,1,1,1,1,1,1,1,3,3,3,3,3,7,,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
15,법인,8.861,2,2,2,4,3,17,32,27199,1,2,강원,원주시,C27199,C,27,271,2002,4,1,,2,4,,,1,,,,,,,,,,,,,,,,,1,2,3,1,,5,,5,,,,,,,,,3,1,,1,,,,,,,,,,,,3,0,2,,,,3,21,24,4,14,18,2,0,2,0,0,0,5,21,26,4,14,18,2,5,0,8,3,18,0,50,50,0,0,1,2,2,4,0,1,3,0,0,4,,,5,6,,1,2,70,0,4,9,0,17,100,3725,3693,2165,2056,1560,1637,2638,1857,146,6,37,35,156,78,0,0,59,20,0,21,100,2,,2,,2,,2,,,,120,0,0,0,100,0,0,100,21,202,0,0,223,4,,4,2,,,,10,0,0,5,8,23,2,0,1,1,6,10,1,,,3,1,3,2,2,5,4,3,3,4,3,3,4,1,3,3,,1,1,3,2,,,,,,,,,6,4,5,2,,,,,2,4,,1,,10,3,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,3,4,,,,,2,,3,8,,,,,20,30,30,30,,,,,,,,,2,4,3,4,3,3,4,4,4,3,3,3,3,3,3,7,,,2,3,3,4,5,5,4,4,5,2,3,3,4,5,2,4
16,법인,3.294,7,5,1,3,3,16,11,58222,2,2,서울,구로구,J58222,J,58,582,2003,3,4,,2,1,2013,2,2,1,65,3,1,,6,,6,,,,,,,,,1,2,2,3,,5,,5,,,,,,,,,3,1,,3,,,,,,,,,,,,3,0,2,,,,141,120,261,133,131,264,7,13,20,6,13,19,148,133,281,139,144,283,28,24,187,0,44,283,10,10,80,0,0,1,1,1,2,0,0,2,0,0,2,,,4,2,,2,1,24,0,0,0,0,76,100,82905,85303,54850,53358,28055,31945,54173,67876,5466,7693,283,636,3404,3153,45,0,50,0,0,5,100,2,,2,,1,100,2,,100,,100,0,0,0,100,0,0,100,0,560,12,0,572,3,2,,2,,,,4,0,0,0,0,4,0,0,0,0,0,0,3,,,3,2,2,2,3,4,4,3,3,3,3,4,3,1,1,1,,50,0,3,2,,,,,,,,,3,,,,,,,,3,5,,5,,,,,,,,,,,,,,12,4,,2,,,2,,,2,,,2,,,1,12,,2,2,2,,,,,,,,,,,,,,,,2,2,3,4,2,,,,2,,2,,18,20,,,20,23,20,23,,,,,,,,,3,4,3,3,3,3,3,4,4,3,3,3,3,3,3,5,,,1,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3
17,법인,1.707,8,5,1,4,3,16,11,63999,2,2,서울,구로구,J63999,J,63,639,2003,4,4,,2,4,,,1,,,,,,,,,,,,,,,,,1,2,3,1,,6,,5,,,,,,,,,3,1,,1,,,,,,,,,,,,1,8,2,,,,130,22,152,130,22,152,0,2,2,1,2,3,130,24,154,131,24,155,150,5,0,0,0,155,0,0,90,5,5,1,1,0,1,1,0,0,0,0,1,,,5,3,,2,1,100,0,0,0,0,0,100,3947,3946,385,384,3563,3562,7595,5,695,5,0,0,694,4,70,0,25,0,5,0,100,2,,2,,2,,2,,,,,,,,,,,,0,3750,0,0,3750,3,2,,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,,2,2,3,3,2,4,3,3,3,3,4,3,4,2,,3,,3,0,4,,,,,,,,,,,,,,,,,,4,1,,3,1,3,3,,,,,3,3,,,,,,,,1,2,,2,,,1,3,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,4,3,2,,,,2,,,,16,20,,,16,20,,,,,,,,,,,3,12,4,4,3,4,4,3,3,4,4,3,3,4,4,4,,,2,3,3,4,3,4,4,3,3,4,3,3,4,3,4,3
18,법인,4.674,9,4,1,3,3,16,11,72121,2,4,서울,강남구,M72121,M,72,721,2003,3,4,,2,4,,,1,,,,,,,,,,,,,,,,,1,2,3,2,,5,,5,,,,,,,,,3,1,,3,,,,,,,,,,,,1,7,2,,,,49,51,100,49,50,99,0,0,0,0,0,0,49,51,100,49,50,99,29,10,39,0,21,99,0,5,90,5,0,1,2,2,4,0,0,4,0,0,4,,,2,5,,1,2,39,31,0,0,0,30,100,17906,19105,12877,13223,5029,5882,9891,9898,1795,1374,365,414,1397,954,30,30,39,0,0,1,100,2,,2,,2,,2,,,,1748,0,0,0,0,50,50,100,0,762,0,0,762,3,1,,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,,1,2,3,3,2,4,4,3,3,4,4,4,4,2,,3,,10,0,1,2,,,,,,,,,2,,,,,,,,1,8,,3,,,,,,,,8,4,,,,,,,,2,,,2,,,1,8,,2,,,2,,,1,2,2,,,,,,,,,,,,,,,,1,2,3,5,2,,2,,2,,2,,12,20,3,5,7,10,13,15,,,,,,,,,7,11,3,3,3,4,4,3,2,3,3,2,3,3,4,7,,,2,3,4,3,3,3,4,4,3,3,4,3,4,3,3,3
19,법인,3.895,2,4,2,3,3,15,33,21300,1,4,충북,진천군,C21300,C,21,213,2004,3,1,,1,1,2011,2,1,,,,,,,,,,,,,,,,,1,4,1,1,,1,,8,,,,,,,,,2,1,,2,,,,,,,,,,,,3,30,2,,,,31,26,57,31,32,63,0,0,0,0,0,0,31,26,57,31,32,63,23,9,0,30,1,63,5,25,58,9,3,1,2,5,7,0,3,2,1,1,7,,,5,6,,1,2,18,4,0,8,0,70,100,25750,22318,13389,11742,12362,10576,6303,5208,-1129,-3402,624,734,-2568,-4146,0,0,21.05,0.5,0,78.45,100,1,278,2,,2,,1,40,318,,318,0,0,0,100,0,0,100,883,1655,0,0,2538,1,3,,2,,,,37,6,10,56,20,129,10,0,0,0,17,27,1,,,3,1,2,2,2,4,4,3,3,4,4,4,5,1,3,3,,10,3,1,2,,,,,,,,,1,3,5,6,7,,,중동,8,7,,1,5,3,4,,,,,,,,,,,3,4,,1,3,,1,3,,1,3,,1,3,,1,3,,2,2,1,1,,,,,,,,,,,,,,,2,2,3,6,,,,,2,,1,20,,,,,10,20,10,20,,,,,,,,,11,4,4,4,4,3,3,4,4,4,3,4,4,3,4,7,,,1,4,4,4,3,4,4,3,3,3,4,3,3,3,3,3
20,법인,2.875,6,5,1,4,3,13,11,14199,1,2,서울,종로구,C14199,C,14,141,2006,4,1,,2,4,,,1,,,,,,,,,,,,,,,,,2,2,3,3,,6,,4,,,,,,,,,3,1,,2,,,,,,,,,,,,1,0,2,,,,41,48,89,44,48,92,2,7,9,2,8,10,43,55,98,46,56,102,21,8,0,62,11,102,10,10,75,5,0,1,16,0,16,15,0,1,0,0,16,,,1,2,,2,1,100,0,0,0,0,0,100,21260,21620,8530,11168,12730,10452,39356,37178,1612,928,106,135,457,-1968,0,0,0,100,0,0,100,2,,2,,2,,2,,,,1380,0,0,0,0,60,40,100,0,589,0,0,589,4,,1,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,2,3,3,3,4,4,3,4,3,3,3,3,2,,3,,7,0,4,,,,,,,,,,,,,,,,,,6,5,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,4,11,4,3,3,3,4,4,3,3,3,4,3,3,4,5,,,1,4,4,3,3,4,3,4,4,3,3,4,3,4,3,3
21,법인,36.705,6,2,5,3,3,12,36,29175,1,2,전남,영광군,C29175,C,29,291,2007,3,2,90,2,4,,,2,1,44,3,1,,6,,2,,,,,,,,,1,2,3,1,,6,,2,,,,,,,,,3,1,,3,,,,,,,,,,,,3,4,2,,,,8,2,10,8,2,10,0,0,0,0,0,0,8,2,10,8,2,10,3,2,0,3,2,10,0,0,100,0,0,2,,,,,,,,,,2,,7,2,,1,2,0,100,0,0,0,0,100,8137,11374,5492,5030,2644,6344,1612,2053,-253,195,207,214,97,15,0,44,56,0,0,0,100,2,,2,,2,,2,,,,90,0,0,0,0,100,0,100,70,16,0,0,86,3,1,,2,,,,3,1,0,0,0,4,0,0,0,0,0,0,3,,,3,2,3,3,5,3,3,4,3,3,3,3,3,2,,1,,2,0,4,,,,,,,,,,,,,,,,,,3,1,,3,,,,,,,,3,3,,,,,,,,2,,,2,,,1,3,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,3,2,,,2,,2,,,,,,8,10,5,7,,,,,,,,,,,4,12,3,3,4,3,3,4,4,3,3,3,4,4,3,7,,,1,4,3,3,3,4,3,3,4,3,3,2,3,3,3,3
22,법인,1.831,9,5,1,2,2,10,11,52915,2,3,서울,영등포구,H52915,H,52,529,2009,2,4,,2,2,,,1,,,,,,,,,,,,,,,,,1,4,3,3,,6,,2,3,,,,,,,,3,1,,3,,,,,,,,,,,,3,8,2,,,,188,107,295,188,107,295,57,33,90,57,33,90,245,140,385,245,140,385,30,51,25,279,0,385,0,10,80,10,0,2,,,,,,,,,,4,,4,6,,1,2,0,11,0,29,0,61,100,45613,89680,48208,57673,-2595,32007,18499,51538,-6284,-9249,1937,4902,-7419,-53125,0,0,75,25,0,0,100,2,,2,,1,80,2,,80,,173,0,0,0,46,54,0,100,0,2654,0,0,2654,4,,2,2,,,,2,0,2,0,0,4,0,0,0,0,0,0,3,,,1,2,4,4,2,4,3,3,4,4,3,4,4,2,,2,,10,0,4,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,1,1,,,,,,,,,,,,,,,2,2,3,5,,,,,2,,,,,,,,10,15,,,,,,,,,,,4,5,4,3,3,3,4,3,3,3,3,3,3,3,3,7,,,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
23,법인,62.606,7,1,1,2,2,10,11,58222,2,2,서울,금천구,J58222,J,58,582,2009,2,1,,2,4,,,1,,,,,,,,,,,,,,,,,1,2,2,1,,6,,5,,,,,,,,,3,1,,1,,,,,,,,,,,,1,6,2,,,,2,1,3,3,1,4,0,0,0,0,0,0,2,1,3,3,1,4,3,1,0,0,0,4,0,0,100,0,0,1,3,3,6,0,0,6,0,0,6,,,5,3,,1,2,100,0,0,0,0,0,100,425,733,157,201,268,532,788,902,116,98,23,40,-145,425,0,35,65,0,0,0,100,2,,2,,1,400,2,,400,,400,0,0,0,100,0,0,100,0,249,0,0,249,3,2,,1,12,15,,0,0,0,0,0,0,0,0,0,0,0,0,3,,,2,2,3,3,4,3,4,4,4,3,3,3,4,1,4,3,,10,0,4,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,1,2,3,4,,,2,,2,,,,,,12,20,12,20,,,,,,,,,,,2,4,3,4,2,3,4,4,3,3,3,4,2,3,3,7,,,1,4,4,4,5,4,5,4,2,3,3,3,3,2,4,4
