회사주소_시(도),한국표준산업분류(KSIC)코드_10차,상장여부,인수합병(MnA) 경험여부,가중치,벤처확인 유형,기업성장단계,제조 및 비제조,대표이사_창업자여부,창업 당시 창업자 연령,창업 당시 창업자 최종학력,창업 직전 근무지,창업방식,단독창업 여부,창업 당시 목표시장,창업자 과거창업 경험 여부,융자(정책)_경험여부,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,전공과 업종 일치 여부,연구개발관련전담부서보유여부,엔젤투자자 혹은 액셀러레이터 투자 경험여부,해외수출 및 진출과정 애로사항,제품및서비스구조,기술력수준비교(세계),기술력수준비교(국내),주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),정규직비율,학력별 인력구성비(고졸이하),학력별 인력구성비(전문대졸),학력별 인력구성비(대졸),학력별 인력구성비(석사),학력별 인력구성비(박사),부서별_인력구성(관리),부서별_인력구성(생산),부서별_인력구성(영업),부서별_인력구성(RnD),매출구조비율(대기업),매출구조비율(12차벤더),매출구조비율(중소기업),매출구조비율(B2C),매출구조비율(B2G),매출구조비율(글로벌),투자액비(국내설비),투자액비(RnD),투자액비(해외),투자액비(기타),부채비율,자기자본비율,순이익률,총자산회전율,자기자본회전율,ROE,영업이익률,이자보상배율,종사자생산성,창업 당시 창업자 실무경험 년수(년),벤처확인제도 혜택(평균),벤처인프라 수준(평균),등록보유(합계),출원중(합계),경영상 애로사항(개수),벤처캐피털(투자조합포함) 투자 경험여부
경남,C10121,2,2.0,55.41,1,2,1,1.0,3,5,10,3,1.0,1.0,2,2.0,4.0,2,1,2.0,2.0,2,8.0,3.0,3.0,2.0,5.0,0.0,1.0,33.33333333333333,16.666666666666664,50.0,0.0,0.0,33.333,33.333,16.667,16.667,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,164.589,37.794,7.75,86.667,229.31,17.772,10.121,673.077,86450.0,7.0,3.5,4.0,0,0,6,0
전남,C10121,1,2.0,46.0,3,2,1,1.0,3,2,6,3,1.0,3.0,2,2.0,4.0,2,1,2.0,2.0,2,2.0,2.0,3.0,2.0,0.5,0.01,1.0,53.0,9.0,38.0,0.0,0.0,22.222,55.556,22.222,0.0,0.0,0.0,30.0,50.0,0.0,20.0,82.051,17.949,0.0,0.0,100.698,49.826,-1.859,98.544,197.776,-3.677,4.176,288.471,420700.0,5.0,3.667,2.75,2,0,6,0
충북,C10121,2,2.0,5.597,2,3,1,1.0,2,5,6,3,1.0,1.0,2,2.0,5.0,1,3,2.0,1.0,2,2.0,3.0,2.0,2.0,0.01,0.0,0.933,85.0,4.0,10.0,1.0,0.0,15.0,76.667,1.667,3.333,0.0,60.0,40.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,326.228,23.462,3.637,232.537,991.139,36.051,4.521,494.413,32625.0,13.0,4.333,3.25,3,0,4,0
경기,C10121,2,2.0,11.336,2,3,1,1.0,4,5,6,3,1.0,3.0,2,2.0,3.0,1,1,2.0,4.0,2,8.0,3.0,3.0,2.0,9.0,0.0,1.0,63.33333333333333,10.0,26.666666666666668,0.0,0.0,20.0,70.0,3.333,6.667,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1973.671,4.822,-1.349,164.892,3419.324,-46.135,1.321,64.706,47186.667,15.0,3.833,3.5,2,0,7,0
경기,C10121,2,3.0,36.705,1,4,1,1.0,3,5,6,3,1.0,1.0,2,1.0,4.0,2,3,2.0,2.0,2,4.0,2.0,3.0,3.0,2.0,0.0,1.0,9.0,18.0,73.0,0.0,0.0,9.091,72.727,18.182,0.0,52.0,38.0,0.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,349.605,22.242,1.012,147.527,663.289,6.711,1.686,184.783,45827.273,14.0,3.667,3.25,0,0,4,0
강원,C10121,2,2.0,9.106,2,2,1,1.0,3,3,6,3,1.0,1.0,2,1.0,4.0,2,1,2.0,1.0,2,2.0,1.0,3.0,3.0,10.0,0.0,1.0,82.0,12.0,6.0,0.0,0.0,12.5,77.5,5.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,57.143,42.857,0.0,0.0,667.193,13.035,0.301,263.726,2023.286,6.094,1.519,230.612,92970.0,15.0,3.0,3.25,0,0,7,0
경남,C10122,2,2.0,8.55,2,3,1,1.0,2,5,6,3,1.0,1.0,2,2.0,4.0,2,1,2.0,3.0,2,7.0,1.0,2.0,2.0,2.0,0.0,1.0,67.46987951807229,12.048192771084338,18.072289156626507,2.409638554216868,0.0,12.048,63.855,6.024,6.024,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,520.302,16.121,0.069,225.862,1401.029,0.96,0.72,93.631,24910.976,5.0,3.667,3.5,4,0,8,0
경기,C10122,2,2.0,15.94,1,3,1,2.0,3,3,6,3,1.0,1.0,2,2.0,3.0,1,1,2.0,2.0,2,1.0,3.0,4.0,3.0,3.0,0.0,1.0,70.96774193548387,6.451612903225806,22.58064516129032,0.0,0.0,22.581,64.516,9.677,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,32.565,75.435,10.86,324.275,429.875,46.686,11.687,4754.545,24861.111,18.0,3.167,3.0,1,0,6,0
경기,C10122,2,2.0,14.895,2,1,1,2.0,4,3,6,3,1.0,3.0,1,2.0,4.0,1,3,2.0,2.0,2,1.0,3.0,3.0,3.0,3.0,0.0,1.0,28.57142857142857,14.285714285714285,57.14285714285714,0.0,0.0,14.286,28.571,28.571,28.571,13.0,0.0,87.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,240.934,29.331,1.628,437.994,1493.269,24.313,2.364,414.516,155300.0,1.0,3.5,3.75,1,0,9,0
광주,C10129,2,2.0,4.935,1,3,1,1.0,3,3,6,3,1.0,1.0,1,1.0,3.0,2,1,1.0,4.0,2,8.0,2.0,4.0,3.0,10.0,0.0,1.0,58.0,28.0,14.0,0.0,0.0,20.455,69.318,4.545,0.0,40.0,0.0,60.0,0.0,0.0,0.0,12.839,1.569,0.0,85.592,125.114,44.422,10.68,172.857,389.125,41.559,11.941,966.008,23259.091,15.0,3.167,2.25,0,0,6,0
충남,C10129,2,2.0,4.935,2,3,1,1.0,3,2,6,3,1.0,3.0,1,2.0,4.0,1,1,1.0,4.0,2,2.0,3.0,3.0,2.0,2.0,0.0,1.0,33.0,18.0,47.0,2.0,0.0,22.222,61.111,11.111,5.556,0.0,0.0,100.0,0.0,0.0,0.0,75.592,24.408,0.0,0.0,699.062,12.515,1.903,90.654,724.379,13.783,6.453,265.867,17167.778,7.0,3.333,3.0,12,0,6,0
강원,C10129,2,2.0,48.561,2,2,2,1.0,4,3,6,3,1.0,1.0,2,2.0,4.0,1,1,2.0,1.0,2,1.0,2.0,3.0,2.0,0.01,0.0,1.0,30.0,20.0,50.0,0.0,0.0,11.111,55.556,22.222,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.216,92.784,0.0,0.0,260.086,27.771,5.125,348.868,1256.223,64.378,4.373,1600.0,32522.222,20.0,3.333,2.75,0,0,10,0
충남,C10129,2,2.0,4.342,2,3,1,1.0,3,2,6,3,1.0,3.0,1,2.0,4.0,1,1,1.0,1.0,2,2.0,3.0,3.0,2.0,2.0,0.0,1.0,65.0,8.0,24.0,3.0,0.0,9.091,84.091,1.136,5.682,0.0,0.0,100.0,0.0,0.0,0.0,72.136,27.864,0.0,0.0,783.896,11.314,1.823,79.336,701.251,12.786,6.005,196.447,15344.048,7.0,3.5,2.75,13,0,5,0
제주,C10129,2,2.0,5.597,1,3,1,1.0,2,4,9,3,1.0,1.0,1,1.0,4.0,1,1,1.0,1.0,2,2.0,3.0,4.0,3.0,0.01,0.0,1.0,20.0,60.0,20.0,0.0,0.0,20.0,63.636,10.909,5.455,20.0,0.0,30.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,248.064,28.73,3.564,207.449,722.057,25.733,3.32,276.126,33569.091,12.0,4.0,3.0,4,0,5,0
인천,C10129,2,2.0,2.614,2,4,1,1.0,2,5,9,3,1.0,1.0,1,2.0,3.0,1,1,2.0,1.0,2,2.0,2.0,3.0,3.0,0.05,0.0,1.0,55.0,22.0,20.0,3.0,0.0,17.073,75.122,3.902,3.902,61.0,0.0,0.0,39.0,0.0,0.0,62.269,37.731,0.0,0.0,344.214,22.512,1.297,307.301,1365.072,17.709,1.499,425.728,28540.0,10.0,3.0,3.25,47,1,5,0
인천,C10129,2,2.0,2.259,2,4,1,1.0,2,5,9,3,1.0,1.0,1,2.0,3.0,1,1,2.0,1.0,2,2.0,2.0,5.0,4.0,0.05,0.0,1.0,55.0,22.0,20.0,3.0,0.0,10.949,79.562,5.109,4.38,61.0,0.0,0.0,39.0,0.0,0.0,62.269,37.731,0.0,0.0,257.972,27.935,0.936,319.758,1144.645,10.709,0.865,228.571,29874.534,10.0,3.0,3.25,44,0,5,0
강원,C10129,2,2.0,27.175,2,3,2,1.0,4,3,6,3,1.0,1.0,2,2.0,4.0,1,1,2.0,4.0,2,2.0,2.0,3.0,2.0,0.01,0.0,1.0,30.0,20.0,50.0,0.0,0.0,7.143,64.286,14.286,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,284.958,25.977,5.735,155.476,598.517,34.322,4.602,1857.143,21730.769,20.0,3.0,2.5,0,0,3,0
경기,C10129,2,2.0,48.561,2,2,2,2.0,3,3,7,3,2.0,1.0,2,2.0,3.0,2,3,1.0,4.0,2,4.0,2.0,3.0,3.0,0.01,0.0,0.778,75.0,0.0,25.0,0.0,0.0,11.111,55.556,0.0,11.111,0.0,100.0,0.0,0.0,0.0,0.0,19.481,80.519,0.0,0.0,304.362,24.73,1.831,173.208,700.388,12.827,3.543,292.015,240855.556,20.0,3.167,2.75,2,0,5,0
강원,C10129,2,2.0,28.615,2,2,2,1.0,4,3,6,3,1.0,1.0,2,1.0,4.0,1,1,2.0,1.0,2,2.0,2.0,4.0,3.0,0.1,0.0,1.0,30.0,20.0,50.0,0.0,0.0,26.667,60.0,13.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,245.699,28.927,3.767,136.236,470.968,17.742,1.027,245.455,17520.0,20.0,3.667,3.0,0,0,3,0
충남,C10129,2,2.0,4.342,2,4,2,1.0,2,3,6,3,1.0,1.0,2,2.0,4.0,1,3,2.0,1.0,2,5.0,3.0,3.0,2.0,5.0,0.0,1.0,30.0,20.0,47.0,3.0,0.0,14.286,69.643,8.929,7.143,60.0,0.0,40.0,0.0,0.0,0.0,10.0,90.0,0.0,0.0,711.956,12.316,0.656,103.239,838.259,5.5,5.888,195.825,17528.0,6.0,3.333,3.0,4,0,7,0
대전,C10129,2,2.0,2.259,2,3,1,1.0,3,3,10,3,1.0,3.0,2,2.0,4.0,1,1,2.0,4.0,2,3.0,2.0,3.0,2.0,5.0,0.0,1.0,78.5,6.2,15.3,0.0,0.0,7.143,84.286,7.143,1.429,0.0,30.0,70.0,0.0,0.0,0.0,80.663,19.337,0.0,0.0,157.451,38.842,3.201,89.308,229.925,7.359,3.97,312.892,19500.0,0.0,3.5,2.75,4,0,3,0
인천,C10129,2,2.0,2.958,2,4,1,1.0,3,2,6,3,1.0,3.0,2,2.0,4.0,2,1,1.0,4.0,2,2.0,2.0,3.0,2.0,30.0,0.0,1.0,42.0,12.0,46.0,0.0,0.0,14.706,64.706,4.902,4.902,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,373.947,21.099,2.107,211.484,1002.322,21.124,3.034,291.484,17142.647,5.0,4.0,3.5,0,2,10,0
인천,C10129,2,2.0,2.958,2,4,1,1.0,2,5,9,3,1.0,1.0,1,2.0,3.0,1,1,2.0,2.0,2,2.0,2.0,5.0,4.0,0.05,0.0,1.0,55.0,22.0,20.0,3.0,0.0,13.548,78.71,4.516,3.226,61.0,0.0,0.0,39.0,0.0,0.0,81.034,18.966,0.0,0.0,233.234,30.009,0.132,304.341,1014.169,1.335,0.527,108.0,26460.0,10.0,3.167,3.0,44,0,9,0
경기,C10129,2,2.0,5.597,2,4,1,1.0,3,3,5,3,1.0,3.0,2,2.0,4.0,1,1,1.0,3.0,2,2.0,3.0,3.0,2.0,3.0,0.01,0.985,72.0,10.0,14.0,2.0,2.0,7.576,81.818,4.545,3.03,55.0,0.0,0.0,0.0,0.0,45.0,65.854,34.146,0.0,0.0,361.98,21.646,1.0,600.382,2773.644,27.743,1.182,693.333,66651.515,20.0,3.333,3.25,3,0,7,0
충남,C10129,2,2.0,5.597,2,3,4,1.0,2,3,6,3,1.0,1.0,2,2.0,4.0,1,3,2.0,4.0,2,5.0,3.0,3.0,2.0,5.0,0.0,1.0,30.0,20.0,47.0,3.0,0.0,8.163,81.633,6.122,4.082,0.0,0.0,80.0,0.0,20.0,0.0,66.859,33.141,0.0,0.0,737.582,11.939,1.793,86.545,724.886,12.999,6.462,157.216,14623.469,6.0,3.0,3.75,4,0,7,0
경기,C10129,2,2.0,4.342,2,4,1,1.0,3,5,6,3,1.0,3.0,1,2.0,4.0,1,1,2.0,1.0,2,2.0,3.0,3.0,2.0,3.0,0.0,1.0,72.0,10.0,14.0,2.0,2.0,7.692,81.538,4.615,3.077,55.0,0.0,45.0,0.0,0.0,0.0,70.513,29.487,0.0,0.0,244.809,29.002,0.934,658.954,2272.131,21.212,1.178,1382.051,70366.154,20.0,3.0,2.25,2,0,9,0
충남,C10129,2,2.0,4.935,2,4,2,1.0,2,3,6,3,1.0,1.0,2,2.0,4.0,1,3,2.0,4.0,2,3.0,3.0,4.0,4.0,0.1,0.0,1.0,50.0,20.0,29.0,1.0,0.0,16.842,73.684,5.263,4.211,60.0,0.0,40.0,0.0,0.0,0.0,8.163,91.837,0.0,0.0,1001.612,9.078,-3.692,99.232,1093.15,-40.363,0.012,0.34,17133.684,6.0,3.333,3.0,4,0,8,0
경기,C10129,2,2.0,50.082,1,3,4,1.0,2,3,9,3,1.0,1.0,1,1.0,3.0,2,1,2.0,4.0,2,7.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,23.3445270464964,68.94062003929274,40.549,7.189395677799607,219.385,31.31,1.634,124.579,397.885,6.502,2.794,267.227,420700.0,7.0,3.667,3.5,0,0,5,0
충남,C10129,2,2.0,9.094,2,3,1,1.0,3,2,6,3,1.0,3.0,1,2.0,4.0,1,1,1.0,1.0,2,3.0,3.0,3.0,3.0,2.0,0.0,1.0,47.05882352941176,35.294117647058826,14.117647058823527,3.5294117647058822,0.0,16.471,76.471,3.529,3.529,0.0,0.0,0.0,100.0,0.0,0.0,74.419,25.581,0.0,0.0,319.471,23.84,9.284,142.04,595.819,55.319,12.649,996.477,34200.0,7.0,3.5,3.5,3,0,0,0
충남,C10129,2,2.0,8.55,2,3,1,1.0,2,3,6,3,1.0,1.0,2,1.0,4.0,2,3,2.0,1.0,2,7.0,3.0,4.0,4.0,1.0,0.0,1.0,70.0,10.0,20.0,0.0,0.0,20.0,79.0,1.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,262.009,27.624,4.612,159.922,578.932,26.7,6.067,606.422,24212.222,5.0,3.833,4.0,0,0,7,0
경남,C10129,2,2.0,8.55,2,4,1,1.0,2,5,10,3,1.0,1.0,1,2.0,4.0,2,1,2.0,1.0,2,7.0,3.0,3.0,3.0,10.0,0.0,1.0,43.67816091954023,33.33333333333333,22.988505747126435,0.0,0.0,13.793,60.92,4.598,0.0,70.0,0.0,0.0,0.0,0.0,0.0,85.714,14.286,0.0,0.0,315.065,24.093,1.072,75.889,314.99,3.376,3.475,121.521,40976.087,7.0,3.5,4.0,19,0,8,0
충남,C10129,2,2.0,52.931,2,3,1,1.0,3,3,6,3,1.0,1.0,2,2.0,3.0,1,1,1.0,1.0,2,2.0,3.0,5.0,5.0,10.0,0.0,1.0,75.0,16.666666666666664,8.333333333333332,0.0,0.0,25.0,75.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,23.3445270464964,68.94062003929274,40.549,7.189395677799607,338.384,22.811,3.867,62.558,274.242,10.606,-6.446,-218.75,4525.0,14.0,3.333,3.25,2,0,6,0
충남,C10129,2,3.0,11.067,2,3,1,1.0,2,3,10,3,1.0,1.0,2,2.0,5.0,2,1,2.0,1.0,2,2.0,3.0,2.0,2.0,10.0,0.0,1.0,0.0,17.0,83.0,0.0,0.0,17.949,58.974,10.256,12.821,50.0,0.0,20.0,0.0,0.0,0.0,23.3445270464964,68.94062003929274,40.549,7.189395677799607,941.207,9.604,-2.963,94.019,978.937,-29.003,1.448,39.416,38253.846,0.0,3.333,3.0,0,0,4,0
전남,C10129,2,3.0,11.067,2,2,1,1.0,3,3,6,3,1.0,1.0,1,1.0,4.0,1,1,2.0,2.0,2,7.0,3.0,3.0,3.0,2.0,0.0,1.0,71.0,0.0,20.0,9.0,0.0,17.143,71.429,11.429,0.0,90.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,40.549,0.0,338.635,22.798,2.496,159.739,700.67,17.489,2.74,684.783,32851.429,10.0,3.333,3.5,1,0,6,0
경기,C10129,2,2.0,8.55,2,3,2,1.0,4,5,6,3,1.0,1.0,2,2.0,4.0,1,1,2.0,1.0,2,2.0,3.0,3.0,4.0,11.67,0.0,0.978,67.44186046511628,18.6046511627907,13.953488372093023,0.0,0.0,27.907,11.628,53.488,0.0,30.0,20.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,148.17,40.295,3.577,298.741,741.385,26.52,3.782,1048.421,58520.0,10.0,2.667,2.25,2,0,7,0
부산,C10211,2,2.0,2.259,2,4,1,1.0,3,3,6,3,1.0,3.0,2,1.0,4.0,1,1,2.0,1.0,2,1.0,1.0,3.0,2.0,5.0,0.0,1.0,57.0,8.0,29.0,6.0,0.0,8.333,87.5,1.667,2.5,0.0,20.0,80.0,0.0,0.0,0.0,98.176,1.2,0.0,0.624,240.909,29.333,1.716,67.015,228.46,3.921,4.379,201.075,27176.364,12.0,3.5,2.75,11,0,4,0
부산,C10211,2,2.0,11.71,2,3,1,1.0,3,5,6,3,1.0,1.0,1,1.0,4.0,1,1,2.0,1.0,2,7.0,3.0,3.0,3.0,5.0,0.0,1.0,54.83870967741935,41.935483870967744,3.225806451612903,0.0,0.0,9.677,61.29,3.226,0.0,49.0,0.0,50.0,0.0,0.0,1.0,98.0,2.0,0.0,0.0,419.973,19.232,1.739,296.005,1539.148,26.764,2.595,306.122,46236.0,10.0,3.667,4.0,0,0,8,0
제주,C10211,2,2.0,9.106,4,3,1,2.0,3,2,5,3,2.0,2.0,1,1.0,3.0,1,3,1.0,4.0,2,2.0,3.0,4.0,3.0,1.0,0.5,1.0,77.0,5.0,15.0,3.0,0.0,8.571,77.143,5.714,5.714,0.0,0.0,80.0,10.0,0.0,10.0,0.0,100.0,0.0,0.0,262.683,27.572,12.582,21.528,78.079,9.824,7.136,84.444,3132.353,10.0,2.5,3.0,7,1,10,0
부산,C10211,2,2.0,8.55,2,3,1,1.0,3,3,5,3,1.0,1.0,2,1.0,4.0,2,1,2.0,2.0,2,7.0,3.0,3.0,3.0,2.0,0.0,1.0,61.36363636363637,15.909090909090908,22.727272727272727,0.0,0.0,18.182,72.727,4.545,4.545,0.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,100.0,240.801,29.346,1.198,281.604,959.607,11.499,1.828,400.847,64677.5,7.0,3.667,4.0,1,0,7,0
경기,C10213,2,2.0,49.51,1,3,2,1.0,3,3,5,3,2.0,3.0,1,1.0,5.0,1,4,2.0,1.0,2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0,25.0,41.667,16.667,8.333,10.0,30.0,0.0,20.0,0.0,40.0,91.996,8.004,0.0,0.0,889.286,10.108,15.873,68.231,675.0,107.143,18.342,611.765,11340.0,1.0,4.0,3.5,3,4,6,0
부산,C10219,2,2.0,46.0,1,3,1,1.0,2,4,5,3,1.0,3.0,2,2.0,3.0,2,1,2.0,1.0,2,2.0,2.0,4.0,3.0,0.2,0.0,1.0,60.0,20.0,20.0,0.0,0.0,16.667,66.667,16.667,0.0,36.0,0.0,64.0,0.0,0.0,0.0,72.566,27.434,0.0,0.0,236.654,29.704,1.64,205.918,693.231,11.367,3.012,228.671,180933.333,8.0,3.333,3.0,0,0,4,0
경북,C10219,2,2.0,2.839,2,3,1,1.0,3,3,6,3,1.0,3.0,1,2.0,5.0,2,1,2.0,1.0,2,5.0,3.0,2.0,2.0,5.0,0.1,1.0,41.66666666666667,31.25,27.08333333333333,0.0,0.0,18.75,64.583,10.417,6.25,0.0,0.0,90.0,0.0,0.0,10.0,44.386,49.086,1.044,5.483,231.07,30.205,3.232,201.487,667.062,21.563,4.593,511.638,161512.5,12.0,3.333,3.0,3,0,4,0
전남,C10219,2,2.0,11.71,2,4,2,1.0,2,5,10,3,1.0,1.0,1,2.0,4.0,1,1,2.0,3.0,2,7.0,3.0,3.0,2.0,7.0,0.01,1.0,50.0,25.0,25.0,0.0,0.0,25.0,37.5,12.5,25.0,0.0,0.0,62.0,0.0,3.0,0.0,0.0,71.242,0.0,28.758,151.55,39.762,1.657,267.546,672.866,11.147,2.424,352.941,137488.889,7.0,3.333,4.0,1,1,7,0
경기,C10219,2,2.0,11.336,2,4,1,1.0,2,3,6,3,1.0,1.0,2,2.0,4.0,2,1,2.0,3.0,2,3.0,3.0,3.0,2.0,0.6,0.0,1.0,38.88888888888889,27.77777777777778,33.33333333333333,0.0,0.0,5.556,72.222,5.556,16.667,0.0,0.0,18.0,0.0,0.0,82.0,35.849,64.151,0.0,0.0,228.411,30.45,1.572,286.043,939.398,14.766,2.488,267.2,74577.778,15.0,3.667,3.0,0,0,3,0
부산,C10219,2,2.0,4.935,3,3,1,1.0,2,3,5,3,1.0,3.0,2,2.0,3.0,2,1,2.0,1.0,2,2.0,3.0,4.0,3.0,0.2,0.01,1.0,52.0,18.0,30.0,0.0,0.0,34.286,50.0,10.0,5.714,36.0,0.0,54.0,0.0,0.0,10.0,21.569,78.431,0.0,0.0,1614.206,5.834,-12.802,143.045,2452.089,-313.928,-10.701,-501.064,12575.714,8.0,3.333,3.5,1,0,1,1
경기,C10219,2,2.0,28.615,2,2,1,1.0,2,3,6,3,1.0,1.0,2,2.0,4.0,2,1,2.0,1.0,2,2.0,2.0,3.0,2.0,30.0,0.0,1.0,80.0,0.0,20.0,0.0,0.0,7.692,69.231,7.692,15.385,70.0,0.0,30.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,211.665,32.086,1.331,475.88,1483.151,19.741,1.949,453.125,57215.385,15.0,3.333,3.0,0,0,12,0
서울,C10219,2,2.0,9.106,2,2,1,1.0,2,3,6,3,1.0,1.0,2,1.0,4.0,2,1,2.0,3.0,2,2.0,2.0,3.0,2.0,30.0,0.0,1.0,80.0,0.0,20.0,0.0,0.0,22.222,63.889,5.556,8.333,70.0,0.0,30.0,0.0,0.0,0.0,20.619,79.381,0.0,0.0,264.596,27.428,1.434,446.678,1628.571,23.354,1.945,566.667,50423.077,15.0,3.0,3.0,0,0,15,0
전남,C10220,2,2.0,4.935,2,4,1,1.0,4,3,6,3,1.0,1.0,1,1.0,3.0,1,1,2.0,4.0,2,1.0,2.0,3.0,3.0,10.0,5.0,1.0,60.0,27.0,13.0,0.0,0.0,20.0,65.333,1.333,0.0,70.0,0.0,0.0,0.0,0.0,30.0,70.539,29.461,0.0,0.0,72.197,58.073,5.52,174.37,300.26,16.574,6.419,905.691,23140.0,19.0,3.5,2.25,7,0,6,0
부산,C10220,2,2.0,2.259,2,4,2,1.0,4,5,6,3,1.0,1.0,2,2.0,3.0,2,1,2.0,4.0,2,4.0,2.0,4.0,3.0,0.03,0.0,1.0,65.0,20.0,15.0,0.0,0.0,9.048,81.429,4.762,0.0,40.0,0.0,60.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,552.453,15.327,0.264,234.231,1528.244,4.035,0.953,95.833,10613.736,35.0,3.5,2.0,5,0,6,0
부산,C10220,2,2.0,50.082,2,3,1,1.0,3,3,6,3,1.0,3.0,2,1.0,4.0,2,1,2.0,1.0,2,3.0,2.0,3.0,3.0,0.1,0.01,1.0,50.0,25.0,25.0,0.0,0.0,11.111,55.556,11.111,22.222,0.0,0.0,94.0,0.0,0.0,6.0,64.041,35.959,0.0,0.0,128.924,43.683,3.046,75.339,172.468,5.253,4.954,385.714,30277.778,13.0,3.167,2.25,6,0,5,0
부산,C10220,2,2.0,2.614,2,4,2,1.0,4,5,6,3,1.0,1.0,2,1.0,3.0,2,1,2.0,1.0,2,4.0,2.0,4.0,3.0,0.03,0.0,1.0,65.0,20.0,15.0,0.0,0.0,9.434,89.623,0.943,0.0,40.0,0.0,60.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,523.949,16.027,0.302,270.629,1688.589,5.105,0.689,57.196,10609.434,35.0,3.333,2.0,4,0,1,0
서울,C10220,2,2.0,2.958,2,4,2,2.0,3,3,10,3,1.0,1.0,2,1.0,4.0,1,1,2.0,2.0,2,5.0,2.0,4.0,3.0,30.0,0.0,1.0,56.0,24.0,16.0,4.0,0.0,17.727,63.636,3.636,1.364,4.0,0.0,86.0,10.0,0.0,0.0,98.552,1.448,0.0,0.0,131.226,43.248,1.826,105.459,243.849,4.453,3.239,153.894,24120.0,15.0,3.0,3.0,10,0,5,0
부산,C10220,2,2.0,9.094,2,4,1,1.0,4,5,6,3,1.0,1.0,2,2.0,4.0,1,4,2.0,3.0,2,2.0,1.0,4.0,3.0,1.0,0.0,1.0,60.8,16.400000000000002,22.0,0.8,0.0,5.2,91.2,1.2,0.8,40.0,10.0,0.0,0.0,0.0,50.0,98.154,1.846,0.0,0.0,600.271,14.28,0.282,260.483,1824.087,5.142,0.115,8.516,10784.0,35.0,4.0,3.5,17,0,6,0
경기,C10220,2,2.0,8.55,2,3,2,1.0,3,3,10,3,1.0,1.0,2,1.0,4.0,1,1,2.0,2.0,2,5.0,3.0,2.0,2.0,45.0,40.0,1.0,43.373493975903614,28.915662650602407,25.903614457831324,1.2048192771084338,0.6024096385542169,7.229,60.843,18.675,2.41,70.0,0.0,29.5,0.5,0.0,0.0,50.0,8.333,0.0,41.667,227.2,30.562,10.675,135.891,444.636,47.467,13.305,1482.776,33868.75,20.0,2.333,2.0,3,0,3,0
경기,C10220,2,3.0,7.3,2,3,1,1.0,4,5,6,3,1.0,3.0,1,2.0,3.0,1,3,2.0,4.0,2,5.0,1.0,3.0,3.0,5.0,5.0,1.0,0.0,5.0,90.0,5.0,0.0,3.371,7.865,14.607,62.921,0.0,0.0,90.0,0.0,0.0,10.0,63.694,36.306,0.0,0.0,1259.039,7.358,9.914,55.967,760.619,75.411,8.826,442.5,13520.225,30.0,3.167,3.25,2,0,2,0
서울,C10220,2,2.0,2.259,2,4,2,2.0,3,3,10,3,1.0,1.0,2,1.0,4.0,1,1,2.0,4.0,2,5.0,2.0,4.0,3.0,30.0,0.0,1.0,56.0,24.0,16.0,4.0,0.0,17.257,64.602,3.54,1.327,4.0,0.0,86.0,10.0,0.0,0.0,27.341,48.315,0.0,24.345,136.439,42.294,2.501,140.687,332.64,8.318,3.172,210.938,33901.327,15.0,2.833,2.75,10,0,4,0
